
1	2011	6	TOR	MTL	1	1	-4	-7	-1	9	-6	-7	0	19646
2	2011	6	PIT	PHI	0	-1	4	10	8	2	-2	-2	0	18289
3	2011	6	MIN	CAR	0	-1	-2	14	5	0	0	5	0	12355
4	2011	6	COL	CHI	1	1	3	0	-4	8	8	-1	-1	18007
5	2011	6	EDM	CGY	1	4	-4	1	5	4	-4	5	2	16839
6	2011	7	CBJ	SJ	0	-1	4	5	0	-3	-2	11	-1	11324
7	2011	7	NJ	DAL	0	-1	2	-9	-2	0	0	-7	1	17625
8	2011	7	CAR	MIN	1	1	-5	-20	-4	-3	0	-3	-1	13465
9	2011	7	DET	ANA	1	4	22	10	-3	3	-18	-5	0	20066
11	2011	7	ATLANTA	WSH	1	2	0	4	6	10	0	-5	0	15596
12	2011	8	BOS	PHO	0	-3	5	-13	-4	-1	-4	2	0	15299
13	2011	8	BUF	NYR	0	-3	8	7	2	10	8	12	1	18690
14	2011	8	TOR	OTT	1	4	20	-6	4	13	8	7	1	19157
15	2011	8	NYI	DAL	0	-1	25	-3	2	2	-4	21	2	13351
16	2011	8	PIT	MTL	0	-1	11	-4	3	3	0	20	0	18106
17	2011	8	WSH	NJ	1	5	-4	0	4	0	-7	1	1	18398
18	2011	8	TB	ATLANTA	1	2	6	10	2	-1	4	2	1	19791
19	2011	8	STL	PHI	1	1	-5	0	1	-1	-18	9	1	19150
20	2011	8	NSH	ANA	1	3	12	0	4	2	-6	-5	1	17113
21	2011	8	CHI	DET	0	-1	2	0	10	9	-2	5	0	22161
22	2011	8	SJ	CBJ	0	-1	10	7	-8	1	-8	-19	1	9537
23	2011	8	VAN	LA	0	-1	-8	-2	11	7	0	7	0	18860
24	2011	9	PHO	BOS	0	-3	-8	-2	-2	-1	6	-2	0	12990
25	2011	9	CGY	LA	1	2	10	-7	-1	5	-4	2	1	19289
26	2011	9	EDM	FLA	1	1	-15	-9	-5	14	6	8	0	16839
27	2011	10	NJ	PIT	0	-2	0	1	0	6	8	7	-1	12880
28	2011	10	NYI	NYR	1	2	-1	-10	8	4	-6	3	0	11748
29	2011	10	STL	ANA	1	4	39	2	3	3	-13	-4	0	19150
30	2011	10	BUF	CHI	0	-1	5	11	7	8	-15	6	-1	17896
31	2011	10	PHI	COL	1	2	11	0	5	-1	-4	7	0	19652
32	2011	10	WSH	OTT	1	1	-5	-4	3	10	-2	6	0	18398
33	2011	10	VAN	FLA	1	1	-7	11	0	0	6	10	0	18860
34	2011	11	DET	COL	0	-1	-10	4	13	12	6	3	1	19651
35	2011	11	LA	ATLANTA	1	2	3	-6	4	7	6	18	0	18118
36	2011	12	BUF	NJ	0	-1	-11	-3	2	-6	2	-14	0	18690
37	2011	12	WSH	NYI	1	1	2	-14	10	8	-2	2	1	18398
39	2011	12	PIT	TOR	0	-1	11	1	3	1	0	3	0	18112
40	2011	12	CHI	NSH	0	-1	-2	-3	3	4	2	-6	0	20680
41	2011	12	ANA	VAN	1	1	-7	-15	3	5	-14	-1	0	17174
42	2011	13	PHI	TB	0	-1	2	-6	-3	-4	4	8	0	19592
44	2011	13	NSH	STL	1	1	-13	5	7	8	4	8	0	15103
45	2011	13	MIN	EDM	1	2	-2	-2	3	6	4	9	3	18449
46	2011	13	DAL	DET	1	3	-11	-2	8	0	4	6	0	18532
47	2011	13	CGY	FLA	0	-3	9	-4	-1	3	0	13	0	19289
48	2011	14	NJ	COL	0	-1	21	12	3	6	-11	3	0	12221
49	2011	14	NYR	TOR	0	-1	-14	-10	2	5	4	12	-1	18200
50	2011	14	PIT	NYI	1	1	5	-2	2	6	9	2	0	18195
51	2011	14	CBJ	CHI	0	-3	-8	6	-1	2	-4	12	0	18305
52	2011	14	BUF	MTL	0	-1	-5	-1	2	10	4	5	-1	17264
53	2011	14	ANA	ATLANTA	0	-1	8	-11	3	2	-6	13	0	13123
54	2011	14	LA	VAN	1	3	-7	-8	2	10	-10	-3	0	18118
56	2011	15	NJ	BOS	0	-3	-3	-1	0	8	-2	-3	0	13056
57	2011	15	NYI	COL	1	3	-5	15	3	0	-6	0	1	10127
58	2011	15	PHI	PIT	0	-4	-2	5	0	3	6	-2	-1	19684
59	2011	15	FLA	TB	1	6	9	5	0	3	-4	-7	1	17040
60	2011	15	NSH	WSH	0	-1	5	9	3	2	-2	4	-2	16144
61	2011	15	MIN	CBJ	0	-1	-2	-3	-1	9	-2	2	1	17336
62	2011	15	DAL	STL	1	1	-18	4	1	6	2	21	-1	11750
63	2011	15	CHI	BUF	1	1	-20	17	5	7	4	12	1	21293
64	2011	15	PHO	DET	0	-1	-7	4	3	-2	8	4	-1	17125
65	2011	15	CGY	EDM	1	2	16	21	2	2	0	-2	1	19289
66	2011	15	SJ	ATLANTA	0	-2	11	13	6	10	0	4	0	17562
67	2011	16	ANA	PHO	1	1	-3	-10	0	2	-2	7	0	13574
68	2011	16	VAN	CAR	1	4	-5	10	3	4	0	-4	2	18860
69	2011	17	TOR	NYI	0	-1	10	-12	7	6	0	5	0	19086
70	2011	17	NYR	COL	0	-2	-2	-9	1	1	-6	9	-2	17711
71	2011	17	PIT	OTT	1	3	-5	0	2	5	-10	-6	1	18101
72	2011	17	TB	DAL	1	1	25	2	5	6	0	-2	4	13277
73	2011	17	CHI	STL	1	1	-1	-1	7	12	-4	-3	1	20641
74	2011	18	WSH	BOS	0	-2	15	0	9	-2	-2	10	0	18398
75	2011	18	NSH	CGY	0	-1	-1	4	1	12	-8	0	0	15684
76	2011	18	MIN	VAN	1	4	-3	-14	1	3	-4	-3	2	16806
77	2011	18	SJ	CAR	0	-3	12	16	3	1	-2	6	1	17562
78	2011	19	ATLANTA	BUF	0	-3	-24	0	3	7	4	10	0	8820
79	2011	19	CBJ	ANA	1	2	-10	-2	9	7	4	8	0	9802
80	2011	19	CHI	VAN	1	1	-5	3	6	5	0	-9	-1	20859
81	2011	19	LA	CAR	1	1	-3	11	0	7	-2	-7	0	17769
82	2011	20	BOS	WSH	1	3	-5	5	4	0	2	11	3	17565
83	2011	20	TOR	NYR	0	-1	-7	1	3	6	-6	-4	0	19310
